dataset,method,compression_ratio,cached_ppl,throughput_tok_per_sec,throughput_tok_per_sec_std,ttft_sec,ttft_sec_std,tpot_sec,tpot_sec_std,cache_tokens,approx_kv_cache_mb,source
wikitext,kvpress_streamingllm,0.25,22.918876671815422,20.878021751512236,7.667237743985514,1.426160566667022,0.9756329974925084,0.030742181481477615,0.00748452154143054,384,9.0,ablation_streamingllm_r0.25_wikitext_test.json
wikitext,kvpress_streamingllm,0.5,61.29974088786784,59.61877795477539,1.2262535119185898,0.1607564333329113,0.009169838204596312,0.014492638624336685,0.00021914910980860806,256,6.0,ablation_streamingllm_r0.5_wikitext_test.json
wikitext,kvpress_streamingllm,0.75,62.6073779161055,13.934053648325753,1.2319916638068666,1.4331725666664472,0.5430093054287088,0.050523277777775696,0.014820683103057133,128,3.0,ablation_streamingllm_r0.75_wikitext_test.json
